General Statistics: 
>R002002        360
>R002003        497
>R002004        521
>R002005        462
>R002006        440
>R002007        458
>R002008        439
>R002009        512
>R002010        537
>R002011        466
>R002012        89
>R002013        458
>R002014        474
>R002015        581
>R002016        369
>R002017        448
>R002018        474
>R002019        257
>R002020        578
>R002021        475
>R002022        509
>R002023        572
>R002024        488
>R002025        339
>R002026        571
>R002027        595
>R002028        457
>R002029        436
>R002030        503
>R002031        428
>R002032        255
>R002033        411
>R002034        567
>R002035        506
>R002036        413
>R002037        385
>R002038        454
>R002039        517
>R002040        484
>R002041        442
>R002042        442
>R002043        512
>R002045        454
>R002046        449
>R002047        545
>R002048        788
>R002049        440
>R002050        367
>R002051        534
>R002052        355
>R002053        318
>R002054        468
>R002055        494
>R002056        510
>R002057        474
>R002058        432
>R002059        525
>R002060        467
>R002061        355
>R002062        467
>R002063        495
>R002064        467
>R002065        540
>R002066        499
>R002067        423
>R002068        393
>R002069        462
>R002070        439
>R002071        406
>R002072        322
>R002073        380
>R002074        480
>R002075        568
>R002076        473
>R002077        520
>R002078        418
>R002079        378
>R002080        528
>R002081        389
>R002082        505
>R002083        380
>R002084        418
>R002085        462
>R002086        599
>R002087        529
>R002088        425
>R002089        519
>R002090        606
>R002091        521
>R002092        289
>R002093        506
>R002094        433
>R002095        473
>R002096        458
>R002097        525
>R002098        402
>R002099        403
>R002100        529
>R002101        417
>R002102        474
>R002103        430
>R002104        501
>R002105        531
>R002106        358
>R002107        518
>R002108        416
>R002109        498
>R002110        450
>R002111        359
>R002112        464
>R002113        434
>R002114        495
>R002115        428
>R002116        435
>R002117        476
>R002118        488
>R002119        380
>R002120        365
>R002121        345
>R002122        492
>R002123        315
>R002124        400
>R002125        456
>R002126        400
>R002127        471
>R002128        486
>R002129        407
>R002130        485
>R002131        448
>R002132        526
>R002133        551
>R002134        408
>R002135        461
>R002136        494
>R002137        516
>R002138        465
>R002139        561
>R002140        512
>R002141        463
>R002142        331
>R002143        498
>R002144        512
>R002145        474
>R002146        464
>R002147        544
>R002148        358
>R002149        504
